trade_date,signal_date,event,ticker,name,industry_labels,shares,trade_price,trade_value,reason
2026-07-20,2026-07-17,入池,US.CRWD,CrowdStrike,软件基础设施,1569.8004136597447,203.18154,318954.465540024,进入周度 Top10
2026-07-20,2026-07-17,入池,US.CVX,雪佛龙,综合油气,1711.283847796559,186.38314499999998,318954.465540024,进入周度 Top10
2026-07-20,2026-07-17,入池,US.ENB,恩桥,油气中游,5623.47976726091,56.71834499999999,318954.465540024,进入周度 Top10
2026-07-20,2026-07-17,入池,US.FTNT,飞塔信息,软件基础设施,1984.5928222742307,160.71531749999997,318954.465540024,进入周度 Top10
2026-07-20,2026-07-17,入池,US.HWM,Howmet Aerospace,航空航天与国防,1160.9434377495302,274.7373,318954.465540024,进入周度 Top10
2026-07-20,2026-07-17,入池,US.PANW,Palo Alto Networks,软件基础设施,898.7231281180113,354.89736,318954.465540024,进入周度 Top10
2026-07-20,2026-07-17,入池,US.SHEL,壳牌,综合油气,3701.7541570601597,86.16306,318954.465540024,进入周度 Top10
2026-07-20,2026-07-17,入池,US.SPGI,标普全球,金融数据与证券交易所,703.8350951693845,453.16646999999995,318954.465540024,进入周度 Top10
2026-07-20,2026-07-17,入池,US.TMUS,T-Mobile US,电信服务,1658.0312133068055,190.98544499999997,316659.8290972901,进入周度 Top10
2026-07-20,2026-07-17,出池,US.AMD,美国超微公司,半导体,606.8558779283868,516.7365025,313584.58388228156,离开周度 Top10
2026-07-20,2026-07-17,出池,US.ANET,Arista Networks,计算机硬件,1751.1880084101033,168.85553000000002,295697.77928973245,离开周度 Top10
2026-07-20,2026-07-17,出池,US.META,Meta Platforms,互联网内容与信息,493.18853667559927,646.37665,318785.55415477604,离开周度 Top10
2026-07-13,2026-07-10,入池,US.AMD,美国超微公司,半导体,606.8558779283868,537.76875,326348.1269037011,进入周度 Top10
2026-07-13,2026-07-10,入池,US.ANET,Arista Networks,计算机硬件,1751.1880084101033,186.3581325,326348.1269037011,进入周度 Top10
2026-07-13,2026-07-10,入池,US.META,Meta Platforms,互联网内容与信息,493.18853667559927,661.71069,326348.1269037011,进入周度 Top10
2026-07-13,2026-07-10,出池,US.CRWD,CrowdStrike,软件基础设施,1843.1175675915636,186.76657000000003,344232.74620581954,离开周度 Top10
2026-07-13,2026-07-10,出池,US.FTNT,飞塔信息,软件基础设施,2137.1146636131216,157.591165,336790.3895773749,离开周度 Top10
2026-07-13,2026-07-10,出池,US.GE,GE航天航空,航空航天与国防,889.9203266350313,355.99191500000006,316804.4412762304,离开周度 Top10
2026-07-13,2026-07-10,出池,US.LIN,林德气体,特殊化工用品,629.7698555263353,530.65454,334190.2329901939,离开周度 Top10
2026-07-13,2026-07-10,出池,US.LMT,洛克希德马丁,航空航天与国防,609.4181171077311,524.7474950000001,319790.63035989855,离开周度 Top10
2026-07-13,2026-07-10,出池,US.PANW,Palo Alto Networks,软件基础设施,1055.1688943987142,324.9424475,342869.1630717873,离开周度 Top10
2026-07-13,2026-07-10,出池,US.RTX,雷神技术,航空航天与国防,1742.5669130193144,196.34178,342138.68947131734,离开周度 Top10
2026-07-13,2026-07-10,出池,US.SPGI,标普全球,金融数据与证券交易所,755.5858539566243,433.24327,327352.48613391037,离开周度 Top10
2026-07-06,2026-07-02,入池,US.LMT,洛克希德马丁,航空航天与国防,609.4181171077311,545.2724999999999,332298.9402606252,进入周度 Top10
2026-07-06,2026-07-02,入池,US.SPGI,标普全球,金融数据与证券交易所,755.5858539566243,439.789785,332298.9402606252,进入周度 Top10
2026-07-06,2026-07-02,入池,US.UNP,联合太平洋,铁路运输,1174.4028634903766,282.95140499999997,332298.9402606252,进入周度 Top10
2026-07-06,2026-07-02,出池,US.APH,安费诺,电子元件,1990.277478092985,167.916,334199.43301146163,离开周度 Top10
2026-07-06,2026-07-02,出池,US.ENB,恩桥,油气中游,5811.964063138731,53.9979875,313834.3628318144,离开周度 Top10
2026-07-06,2026-07-02,出池,US.GLW,康宁,电子元件,1440.8240570804476,199.0054475,286731.83624806,离开周度 Top10
2026-06-29,2026-06-26,入池,US.APH,安费诺,电子元件,1990.277478092985,164.34212999999997,327086.44004082936,进入周度 Top10
2026-06-29,2026-06-26,入池,US.CRWD,CrowdStrike,软件基础设施,1843.1175675915636,177.4636875,327086.44004082936,进入周度 Top10
2026-06-29,2026-06-26,入池,US.ENB,恩桥,油气中游,5811.964063138731,56.278125,327086.44004082936,进入周度 Top10
2026-06-29,2026-06-26,入池,US.FTNT,飞塔信息,软件基础设施,2137.1146636131216,153.05048699999998,327086.44004082936,进入周度 Top10
2026-06-29,2026-06-26,入池,US.GE,GE航天航空,航空航天与国防,889.9203266350313,367.545756907935,327086.44004082936,进入周度 Top10
2026-06-29,2026-06-26,入池,US.GLW,康宁,电子元件,1440.8240570804476,227.01345,327086.44004082936,进入周度 Top10
2026-06-29,2026-06-26,入池,US.LIN,林德气体,特殊化工用品,629.7698555263353,519.3745575,327086.44004082936,进入周度 Top10
2026-06-29,2026-06-26,入池,US.PANW,Palo Alto Networks,软件基础设施,1055.1688943987142,309.98491499999994,327086.44004082936,进入周度 Top10
2026-06-29,2026-06-26,入池,US.RTX,雷神技术,航空航天与国防,1742.5669130193144,187.703805,327086.44004082936,进入周度 Top10
2026-06-29,2026-06-26,出池,US.AMAT,应用材料,半导体设备与材料,546.2378181179912,635.1122849999999,346922.3488183317,离开周度 Top10
2026-06-29,2026-06-26,出池,US.AMD,美国超微公司,半导体,637.6471917992062,522.5785800000001,333220.7640314169,离开周度 Top10
2026-06-29,2026-06-26,出池,US.ARM,Arm Holdings,半导体,874.8258207590902,336.081875,294013.102139129,离开周度 Top10
2026-06-29,2026-06-26,出池,US.INTC,英特尔,半导体,2638.1920071544114,126.9365,334882.859716156,离开周度 Top10
2026-06-29,2026-06-26,出池,US.LRCX,泛林集团,半导体设备与材料,858.6185558418848,382.818495,328695.0633264638,离开周度 Top10
2026-06-29,2026-06-26,出池,US.MRVL,迈威尔科技,半导体,1089.1506811271936,272.20664139060153,296474.0488779194,离开周度 Top10
2026-06-29,2026-06-26,出池,US.MU,美光科技,半导体,323.5867541246366,1127.9621901183275,364993.6238757059,离开周度 Top10
2026-06-29,2026-06-26,出池,US.SNDK,闪迪,计算机硬件,162.58923003275623,2089.6646450000003,339756.96565722296,离开周度 Top10
2026-06-29,2026-06-26,出池,US.STX,希捷科技,计算机硬件,331.0967878958151,915.532005,303129.70607131533,离开周度 Top10
2026-06-29,2026-06-26,出池,US.WDC,西部数据,计算机硬件,552.0855279847841,600.25972,331394.7044441987,离开周度 Top10
2026-06-22,2026-06-18,入池,US.AMAT,应用材料,半导体设备与材料,546.2378181179912,626.53311,342236.07898507937,进入周度 Top10
2026-06-22,2026-06-18,入池,US.LRCX,泛林集团,半导体设备与材料,858.6185558418848,398.589195,342236.07898507937,进入周度 Top10
2026-06-22,2026-06-18,入池,US.MRVL,迈威尔科技,半导体,1089.1506811271936,313.46936184274495,341415.3689635324,进入周度 Top10
2026-06-22,2026-06-18,出池,US.CRWD,CrowdStrike,软件基础设施,1972.7690415720317,171.18186625,337702.2862165242,离开周度 Top10
2026-06-22,2026-06-18,出池,US.FTNT,飞塔信息,软件基础设施,1781.8786996866902,146.2818225,260656.4636640992,离开周度 Top10
2026-06-22,2026-06-18,出池,US.PANW,Palo Alto Networks,软件基础设施,1217.6777152251818,287.84600500000005,350503.6657050963,离开周度 Top10
2026-06-15,2026-06-12,入池,US.AMD,美国超微公司,半导体,637.6471917992062,536.017875,341790.29274792795,进入周度 Top10
2026-06-15,2026-06-12,入池,US.ARM,Arm Holdings,半导体,874.8258207590902,390.69525,341790.29274792795,进入周度 Top10
2026-06-15,2026-06-12,入池,US.CRWD,CrowdStrike,软件基础设施,1972.7690415720317,173.25408374999998,341790.29274792795,进入周度 Top10
2026-06-15,2026-06-12,入池,US.INTC,英特尔,半导体,2638.1920071544114,129.554745,341790.29274792795,进入周度 Top10
2026-06-15,2026-06-12,入池,US.MU,美光科技,半导体,323.5867541246366,1056.2555122892325,341790.29274792795,进入周度 Top10
2026-06-15,2026-06-12,入池,US.PANW,Palo Alto Networks,软件基础设施,1217.6777152251818,280.690275,341790.29274792795,进入周度 Top10
2026-06-15,2026-06-12,入池,US.SNDK,闪迪,计算机硬件,162.58923003275623,2102.1705599999996,341790.29274792795,进入周度 Top10
2026-06-15,2026-06-12,入池,US.STX,希捷科技,计算机硬件,331.0967878958151,1032.2972171372369,341790.29274792795,进入周度 Top10
2026-06-15,2026-06-12,入池,US.WDC,西部数据,计算机硬件,552.0855279847841,619.08939,341790.2927479279,进入周度 Top10
2026-06-15,2026-06-12,出池,US.AMAT,应用材料,半导体设备与材料,675.4458815278967,589.68501,398300.31140323664,离开周度 Top10
2026-06-15,2026-06-12,出池,US.ASML,阿斯麦,半导体设备与材料,185.545992074792,1893.59273,351348.54167346377,离开周度 Top10
2026-06-15,2026-06-12,出池,US.CSCO,思科,通讯设备,2611.8081178352804,122.04216249295,318750.7107172592,离开周度 Top10
2026-06-15,2026-06-12,出池,US.GLW,康宁,电子元件,1666.7301171968838,187.376265,312305.6641233644,离开周度 Top10
2026-06-15,2026-06-12,出池,US.KLAC,科磊,半导体设备与材料,1583.8041359964477,263.438215,417234.5344965214,离开周度 Top10
2026-06-15,2026-06-12,出池,US.MRVL,迈威尔科技,半导体,1702.605213309593,296.4885010352775,504802.86754901015,离开周度 Top10
2026-06-15,2026-06-12,出池,US.UNP,联合太平洋,铁路运输,1182.9871204918643,272.253805,322072.7448199036,离开周度 Top10
2026-06-08,2026-06-05,入池,US.AMAT,应用材料,半导体设备与材料,675.4458815278967,476.238,321672.9957270825,进入周度 Top10
2026-06-08,2026-06-05,入池,US.ASML,阿斯麦,半导体设备与材料,185.545992074792,1733.656395,321672.9957270825,进入周度 Top10
2026-06-08,2026-06-05,入池,US.CSCO,思科,通讯设备,2611.8081178352804,123.1610368045305,321672.9957270825,进入周度 Top10
2026-06-08,2026-06-05,入池,US.GLW,康宁,电子元件,1666.7301171968838,192.99645,321672.9957270825,进入周度 Top10
2026-06-08,2026-06-05,入池,US.KLAC,科磊,半导体设备与材料,1583.8041359964477,203.1015,321672.9957270825,进入周度 Top10
2026-06-08,2026-06-05,入池,US.UNP,联合太平洋,铁路运输,1182.9871204918643,271.91588999999993,321672.9957270825,进入周度 Top10
2026-06-08,2026-06-05,出池,US.AMD,美国超微公司,半导体,580.4590321556757,484.7575000000001,281381.869280205,离开周度 Top10
2026-06-08,2026-06-05,出池,US.ARM,Arm Holdings,半导体,891.2347130187269,353.82300000000004,315339.339864425,离开周度 Top10
2026-06-08,2026-06-05,出池,US.CRWD,CrowdStrike,软件基础设施,1907.9453670978833,168.292061875,321092.05977375654,离开周度 Top10
2026-06-08,2026-06-05,出池,US.DELL,戴尔科技,计算机硬件,937.1247668514312,398.38071,373332.4299768577,离开周度 Top10
2026-06-08,2026-06-05,出池,US.MU,美光科技,半导体,342.97986721730507,937.6516738828752,321595.6466044323,离开周度 Top10
2026-06-08,2026-06-05,出池,US.QCOM,高通,半导体,1173.217049205138,220.919485,259186.50630361875,离开周度 Top10
2026-06-08,2026-06-05,出池,US.SNDK,闪迪,计算机硬件,183.2789724188497,1633.183,299328.1020119342,离开周度 Top10
2026-06-08,2026-06-05,出池,US.STX,希捷科技,计算机硬件,336.60189073116527,881.645018117426,296763.38005203806,离开周度 Top10
2026-06-01,2026-05-29,入池,US.FTNT,飞塔信息,软件基础设施,1781.8786996866902,141.23057999999995,251655.76224639703,进入周度 Top10
2026-06-01,2026-05-29,出池,US.INTC,英特尔,半导体,2304.5309901891337,109.37528500000002,252058.7338432687,离开周度 Top10
2026-05-26,2026-05-22,入池,US.AMD,美国超微公司,半导体,580.4590321556757,484.98237,281512.3971027658,进入周度 Top10
2026-05-26,2026-05-22,入池,US.ARM,Arm Holdings,半导体,891.2347130187269,315.86785499999996,281512.3971027658,进入周度 Top10
2026-05-26,2026-05-22,入池,US.DELL,戴尔科技,计算机硬件,937.1247668514312,300.400125,281512.3971027658,进入周度 Top10
2026-05-26,2026-05-22,入池,US.INTC,英特尔,半导体,2304.5309901891337,122.1560475,281512.3971027658,进入周度 Top10
